name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Gustavo A Madero, CDMX, México",2024-06-11,27.9,9.7,21,27.4,9.7,20.8,8.6,48.4,0,0,0,,0,0,40.7,29.4,20.7,1011.4,69.9,13,294.6,25.6,10,,2024-06-11T05:57:40,2024-06-11T19:15:05,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,MMCB,76680099999,remote,MMSM,76675099999,MMTO,MMMX"
"Gustavo A Madero, CDMX, México",2024-06-12,36.6,11.1,21.6,36.3,11.1,21.4,10.5,53.9,0,0,0,,0,0,49.7,30.5,17.3,1013.9,66.4,11.8,342.3,29.4,10,,2024-06-12T05:57:46,2024-06-12T19:15:23,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,76675099999,MMTO,MMMX"
"Gustavo A Madero, CDMX, México",2024-06-13,29.8,14.3,21.5,28.3,14.3,21.3,10,51.6,0,0,0,,0,0,34.9,33,14,1016,68,12.2,300.3,25.7,10,,2024-06-13T05:57:53,2024-06-13T19:15:41,0.25,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,76675099999,MMMX,MMTO"
"Gustavo A Madero, CDMX, México",2024-06-14,28.2,15.8,21.2,27.1,15.8,21.2,11.4,57,0,0,0,,0,0,41.4,30.3,3.9,1014.8,61.5,11.8,251,21.8,9,,2024-06-14T05:58:01,2024-06-14T19:15:58,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,76675099999,MMTO,MMMX"
"Gustavo A Madero, CDMX, México",2024-06-15,26.9,14.2,21,26.9,14.2,21,10.7,54.2,0,0,0,,0,0,42.1,19.4,11.8,1013,48.6,12.3,293.9,25.5,10,,2024-06-15T05:58:10,2024-06-15T19:16:15,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,76675099999,MMMX,MMTO"
"Gustavo A Madero, CDMX, México",2024-06-16,28.2,15.5,21.4,28,15.5,21.3,11.4,56.4,0,0,0,,0,0,46.1,30.7,350.6,1011,40.8,14.3,350.5,30.4,10,,2024-06-16T05:58:19,2024-06-16T19:16:31,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,76675099999,MMTO,MMMX"
"Gustavo A Madero, CDMX, México",2024-06-17,28,8,20.7,27.3,6.9,20.4,8.1,49.4,0,0,0,,0,0,41.4,22.6,15.6,1007.6,24.5,12,371,32,10,,2024-06-17T05:58:30,2024-06-17T19:16:46,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,MMSM,MMTO,76675099999,MMMX"
"Gustavo A Madero, CDMX, México",2024-06-18,28.8,15.5,22.2,27.5,15.5,21.9,11.1,54.5,0,0,0,,0,0,51.1,23.4,13.7,1004.3,46.1,12,360.3,31.3,10,,2024-06-18T05:58:41,2024-06-18T19:17:01,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,MMSM,MMMX,76675099999"
"Gustavo A Madero, CDMX, México",2024-06-19,25.2,10.7,20.1,25.2,10.7,20.1,11.3,59.1,0,0,0,,0,0,44.3,24.8,9.2,1005.8,80,12.6,237.4,20.5,9,,2024-06-19T05:58:52,2024-06-19T19:17:15,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,MMSM,76675099999,MMMX,MMTO"
"Gustavo A Madero, CDMX, México",2024-06-20,25.4,15.8,20.1,25.4,15.8,20.1,14.1,70.8,2.114,100,25,rain,0,0,32.4,22,97.7,1006.7,97.8,10,124,10.7,6,,2024-06-20T05:59:05,2024-06-20T19:17:28,0.46,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"76726099999,76679399999,76680099999,MMCB,MMSM,MMMX,76675099999"
"Gustavo A Madero, CDMX, México",2024-06-21,22.8,14.7,18.3,22.8,14.7,18.3,11.9,68.2,8.381,100,16.67,rain,0,0,46.8,38.6,8.5,1014.4,94,13.1,212.2,18.4,8,,2024-06-21T05:59:18,2024-06-21T19:17:41,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMMX,76675099999,MMTO"
"Gustavo A Madero, CDMX, México",2024-06-22,23.1,13.6,17.6,23.1,13.6,17.6,12.2,72.3,1.3,100,20.83,rain,0,0,26.6,18.4,0.5,1016.8,90.3,10.8,188.1,16.3,6,,2024-06-22T05:59:32,2024-06-22T19:17:53,0.53,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"76726099999,76675399999,76679399999,MMCB,76680099999,remote,MMSM,76675099999,MMMX"
"Gustavo A Madero, CDMX, México",2024-06-23,25.5,12.6,17.9,25.5,12.6,17.9,14.6,82.1,2.209,100,16.67,rain,0,0,18.7,20,61,1014.9,95.1,8.9,230.7,20,8,,2024-06-23T05:59:46,2024-06-23T19:18:04,0.56,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMMX,76675099999,MMTO"
"Gustavo A Madero, CDMX, México",2024-06-24,24,13.1,17.3,24,13.1,17.3,14,82.2,7,100,8.33,rain,0,0,23.8,20.5,39.8,1016.7,96.6,7.9,190.1,16.3,8,,2024-06-24T06:00:01,2024-06-24T19:18:14,0.6,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMMX,76675099999,MMTO"
"Gustavo A Madero, CDMX, México",2024-06-25,23,14.5,17.5,23,14.5,17.5,13.7,80.3,31.993,100,41.67,rain,0,0,26.6,22,37.6,1017.7,96.4,7.7,179.7,15.5,8,,2024-06-25T06:00:17,2024-06-25T19:18:23,0.63,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"76726099999,76679399999,76680099999,MMCB,remote,MMSM,MMMX,76675099999,MMTO"
"Gustavo A Madero, CDMX, México",2024-06-26,23.5,14.4,18.1,23.5,14.4,18.1,13.9,78,11.2,100,12.5,rain,0,0,19.1,21.2,34.2,1017.7,92,8.5,209,18,8,,2024-06-26T06:00:33,2024-06-26T19:18:32,0.67,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMTO,MMMX,76675099999"
"Gustavo A Madero, CDMX, México",2024-06-27,23.8,11.7,17.2,23.8,11.7,17.2,13.8,81.3,31.796,100,25,rain,0,0,18.7,24.9,98,1015.2,92,8.6,179.8,15.6,6,,2024-06-27T06:00:50,2024-06-27T19:18:39,0.71,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,MMSM,76675099999,MMTO,MMMX"
"Gustavo A Madero, CDMX, México",2024-06-28,21.6,14,17.1,21.6,14,17.1,13.3,79.8,1.2,100,12.5,rain,0,0,21.6,22.2,162,1015.8,98.2,8,106.1,9.1,5,,2024-06-28T06:01:07,2024-06-28T19:18:46,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,76675099999,MMMX,MMTO"
"Gustavo A Madero, CDMX, México",2024-06-29,24.6,13.9,19,24.6,13.9,19,12.9,70.5,0.405,100,8.33,rain,0,0,37.1,25.7,31.7,1016.9,93.1,11.2,226.5,19.7,10,,2024-06-29T06:01:25,2024-06-29T19:18:52,0.78,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,76675099999,MMTO,MMMX"
"Gustavo A Madero, CDMX, México",2024-06-30,20.6,11.9,17.1,20.6,11.9,17.1,13.8,81.8,3.5,100,8.33,rain,0,0,52.9,27.5,310.5,1016.1,89.3,8.8,111,9.6,5,,2024-06-30T06:01:43,2024-06-30T19:18:57,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,76675099999,MMMX,MMTO"
