Mexico City,2025-10-15 19:48:31,16.64,59,1014,light rain
Mexico City,2025-10-16 17:33:55,21.64,30,1008,scattered clouds
Mexico City,2025-10-16 17:34:25,21.64,30,1008,scattered clouds
