name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Gustavo A Madero, CDMX, México",2024-02-01,19.8,10.9,15.2,19.8,10.9,15.2,4.2,48.8,0,0,0,,0,0,18.7,22,246.3,1018.9,77.3,12.5,109.8,9.5,4,,2024-02-01T07:11:24,2024-02-01T18:28:55,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMMX,76675099999,MMTO"
"Gustavo A Madero, CDMX, México",2024-02-02,24.2,1.9,14.7,24.2,1.9,14.5,4.4,54.9,0,0,0,,0,0,34.2,25.4,213.4,1016.1,10.4,13.1,246.8,21.2,9,,2024-02-02T07:11:06,2024-02-02T18:29:29,0.75,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,76680099999,MMCB,MMSM,MMTO,76675099999,MMMX"
"Gustavo A Madero, CDMX, México",2024-02-03,24.6,7.2,16.2,24.6,5.1,16.2,0.3,40.5,0,0,0,,0,0,49,24.8,213.9,1010.5,0.1,15.9,266.7,23,9,,2024-02-03T07:10:46,2024-02-03T18:30:03,0.8,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,76675099999,MMTO,MMMX"
"Gustavo A Madero, CDMX, México",2024-02-04,25.9,-1.3,14.2,25.9,-1.3,14.2,-1.8,42.6,0,0,0,,0,0,28.4,21.5,302.7,1012,0,16.4,274.3,23.6,10,,2024-02-04T07:10:25,2024-02-04T18:30:36,0.83,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,76680099999,remote,MMSM,76675099999,MMTO,MMMX"
"Gustavo A Madero, CDMX, México",2024-02-05,23.2,5.2,15.2,23.2,5.2,15.1,-1.3,37.2,0,0,0,,0,0,28.8,20.1,0.4,1014.6,0,13.6,279.1,24.1,10,,2024-02-05T07:10:03,2024-02-05T18:31:09,0.86,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,76680099999,MMCB,MMSM,76675099999,MMMX,MMTO"
"Gustavo A Madero, CDMX, México",2024-02-06,25.2,-1.8,14,25.2,-1.8,13.7,-3.1,37.5,0,0,0,,0,0,29.5,14.7,11.9,1017.1,0,12.1,274,23.6,9,,2024-02-06T07:09:40,2024-02-06T18:31:41,0.89,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,76680099999,remote,MMSM,76675099999,MMMX,MMTO"
"Gustavo A Madero, CDMX, México",2024-02-07,27,4.1,16.7,26.3,2.5,16.4,-1.4,35.1,0,0,0,,0,0,21.6,21.7,97.2,1017.2,0,11.5,271.6,23.5,9,,2024-02-07T07:09:15,2024-02-07T18:32:13,0.93,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,76675099999,MMTO,MMMX"
"Gustavo A Madero, CDMX, México",2024-02-08,29.8,3.7,17.4,28,3.7,17.2,0.1,38.6,0,0,0,,0,0,37.4,22.6,155.8,1014.2,0,10.1,271.3,23.3,9,,2024-02-08T07:08:50,2024-02-08T18:32:45,0.96,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,76675099999,MMTO,MMMX"
"Gustavo A Madero, CDMX, México",2024-02-09,29,11.4,19.3,27.4,11.4,19.1,2.4,40.5,0,0,0,,0,0,36,31.2,151,1011.8,0,11.4,273.6,23.6,10,,2024-02-09T07:08:23,2024-02-09T18:33:15,0,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,76680099999,MMCB,MMSM,76675099999,MMMX,MMTO"
"Gustavo A Madero, CDMX, México",2024-02-10,27.7,6.8,18.3,26.6,6.8,18.2,3,40.4,0,0,0,,0,0,44.3,27,194.3,1013,2.7,14,274.8,23.6,10,,2024-02-10T07:07:55,2024-02-10T18:33:46,0.03,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMMX,76675099999,MMTO"
