name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Gustavo A Madero, CDMX, México",2024-05-11,32.7,17.2,25.1,30.3,17.2,24.4,6.9,35.7,0,0,0,,0,0,32.4,41.2,282.9,1010.8,32,8.1,328.3,28.3,10,,2024-05-11T06:02:36,2024-05-11T19:03:23,0.12,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,76675099999,MMMX,MMTO"
"Gustavo A Madero, CDMX, México",2024-05-12,31.3,10,22.8,31.4,10,22.4,7.8,43.4,0,0,0,,0,0,42.1,19.8,159.5,1010.3,55,8.5,313.4,27,10,,2024-05-12T06:02:11,2024-05-12T19:03:46,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMMX,76675099999,MMTO"
"Gustavo A Madero, CDMX, México",2024-05-13,29.9,16.1,22.9,28.1,16.1,22.6,7.9,41.7,0,0,0,,0,0,39.6,17.9,192.2,1009.6,48.5,7.4,305.5,26.3,10,,2024-05-13T06:01:47,2024-05-13T19:04:09,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,remote,MMSM,76675099999,MMMX,MMTO"
"Gustavo A Madero, CDMX, México",2024-05-14,35.1,8.7,21.6,34.9,8.7,21.2,6.6,41.7,0,0,0,,0,0,36,22.2,79.1,1011.9,35,8.5,313.5,26.9,10,,2024-05-14T06:01:24,2024-05-14T19:04:32,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,MMSM,76675099999,MMMX,MMTO"
"Gustavo A Madero, CDMX, México",2024-05-15,31.4,9.7,22.9,30.2,9.7,22.6,10.7,50,0.099,100,4.17,rain,0,0,47.3,31.6,154.2,1010.7,56.9,6.7,304.7,26.3,10,,2024-05-15T06:01:02,2024-05-15T19:04:56,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMMX,76675099999,MMTO"
"Gustavo A Madero, CDMX, México",2024-05-16,36.1,10.7,23.3,35.8,10.7,22.9,9.7,46,0,0,0,,0,0,33.5,22.4,148.6,1010.7,32.9,10.2,305.5,26.1,10,,2024-05-16T06:00:42,2024-05-16T19:05:20,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,76675099999,MMMX,MMTO"
"Gustavo A Madero, CDMX, México",2024-05-17,32.4,9.7,24.5,30.6,9.7,23.9,8.3,40.3,0,0,0,,0,0,53.6,28.9,125.6,1010.1,32.1,8.3,313.2,26.9,10,,2024-05-17T06:00:22,2024-05-17T19:05:43,0.31,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMTO,76675099999,MMMX"
"Gustavo A Madero, CDMX, México",2024-05-18,31.1,16.9,23.2,29.4,16.9,22.8,9.9,46,1.011,100,8.33,rain,0,0,48.2,31.7,81.6,1013.9,37.8,10.7,291.5,25,10,,2024-05-18T06:00:03,2024-05-18T19:06:07,0.34,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMMX,76675099999,MMTO"
"Gustavo A Madero, CDMX, México",2024-05-19,30.7,11.2,22.3,29,11.2,22,8.9,46.5,0,0,0,,0,0,37.1,22.4,24.2,1017.3,30.9,10.3,299,25.8,10,,2024-05-19T05:59:45,2024-05-19T19:06:31,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,MMCB,76680099999,MMSM,MMMX,76675099999,MMTO"
"Gustavo A Madero, CDMX, México",2024-05-20,30.9,10.6,22.2,29,10.6,21.7,8.6,48.3,0,0,0,,0,0,42.8,23.3,5.3,1009.7,31.2,9,350.1,30.3,10,,2024-05-20T05:59:29,2024-05-20T19:06:55,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,76675099999,MMTO,MMMX"
"Gustavo A Madero, CDMX, México",2024-05-21,32.3,14.1,24.7,30.2,14.1,24.1,6.4,34.7,0,0,0,,0,0,30.2,27.5,57.1,1009.8,25.4,10.6,360.8,31.3,10,,2024-05-21T05:59:13,2024-05-21T19:07:19,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,76675099999,MMTO,MMMX"
"Gustavo A Madero, CDMX, México",2024-05-22,31.8,12.4,23.1,30.5,12.4,22.8,10.8,48.9,3.302,100,8.33,rain,0,0,76,46.8,124.3,1011.9,42.1,7.5,321.4,27.9,10,,2024-05-22T05:58:58,2024-05-22T19:07:43,0.47,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,76675099999,MMMX,MMTO"
"Gustavo A Madero, CDMX, México",2024-05-23,30.7,9.7,22.8,29.2,9.7,22.4,9.4,46.9,0.7,100,8.33,rain,0,0,28.8,24.4,261.7,1012.5,51.4,8.6,290.8,25.3,10,,2024-05-23T05:58:45,2024-05-23T19:08:06,0.5,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"76726099999,76679399999,76680099999,MMCB,MMSM,76675099999,MMTO,MMMX"
"Gustavo A Madero, CDMX, México",2024-05-24,32.2,8.2,22.4,30,8.2,21.9,8.7,47.7,1,100,4.17,rain,0,0,50,27.4,90.6,1013.8,46.9,10.4,280.9,24.2,9,,2024-05-24T05:58:32,2024-05-24T19:08:30,0.54,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"76726099999,76679399999,76680099999,MMCB,remote,MMSM,76675099999,MMMX,MMTO"
"Gustavo A Madero, CDMX, México",2024-05-25,33.3,13.9,23.7,31,13.9,23.2,10.8,50.3,0,0,0,,0,0,34.2,22.1,94.6,1012.4,45.2,9.7,307.5,26.5,10,,2024-05-25T05:58:21,2024-05-25T19:08:54,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,76675099999,MMTO,MMMX"
"Gustavo A Madero, CDMX, México",2024-05-26,32.1,11.4,22.6,31.5,11.4,22.2,11.5,54.3,1,100,4.17,rain,0,0,55.4,31.9,135.4,1011.5,42.2,9.3,305.8,26.5,9,,2024-05-26T05:58:10,2024-05-26T19:09:18,0.61,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,76675099999,MMTO,MMMX"
"Gustavo A Madero, CDMX, México",2024-05-27,32.6,16.4,23.8,30.7,16.4,23.4,9.2,43.5,7,100,4.17,rain,0,0,28.1,21,44.4,1012.1,43,11.3,311.2,26.9,10,,2024-05-27T05:58:01,2024-05-27T19:09:41,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,MMSM,76675099999,MMTO,MMMX"
"Gustavo A Madero, CDMX, México",2024-05-28,31.3,13.1,23.8,29.2,13.1,23.2,7.5,39.8,0,0,0,,0,0,28.4,18.3,71.3,1016.4,62.3,8.6,337.9,29.2,10,,2024-05-28T05:57:53,2024-05-28T19:10:05,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,76675099999,MMMX,MMTO"
"Gustavo A Madero, CDMX, México",2024-05-29,27.1,16,20.9,26.6,16,20.9,10.6,53.5,22.005,100,12.5,rain,0,0,46.4,32.8,267.7,1019.3,74.5,8.2,280.9,24.2,9,,2024-05-29T05:57:45,2024-05-29T19:10:28,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMMX,76675099999,MMTO"
"Gustavo A Madero, CDMX, México",2024-05-30,30.1,9,21.2,28.3,8.5,20.9,8.9,48.9,0.1,100,4.17,rain,0,0,24.8,29.3,84.2,1018.5,31.7,9.7,277.2,24,9,,2024-05-30T05:57:39,2024-05-30T19:10:51,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMMX,MMTO,76675099999"
"Gustavo A Madero, CDMX, México",2024-05-31,32,14.8,23.6,29.8,14.8,23,8.5,44.9,0,0,0,,0,0,34.9,16.4,82.3,1013.2,33.8,9.4,317.1,27.4,10,,2024-05-31T05:57:34,2024-05-31T19:11:14,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,76675099999,MMTO"
