name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Gustavo A Madero, CDMX, México",2022-01-16T05:00:00,8,7.4,5,81.55,0,0,,0,0,7.6,5.3,147,1025.7,0,10.9,0,0,0,,Clear,clear-night,"76679399999,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-16T06:00:00,7.2,5.6,5.3,87.77,0,0,,0,0,6.1,8.8,50,1023.5,86,4.4,0,0,0,,Partially cloudy,partly-cloudy-night,"76680099999,MMMX,76675099999,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-16T07:00:00,5.9,4.5,5.9,99.9,0,0,,0,0,6.8,7.2,67,1026.4,99.3,1.1,0,0,0,,Overcast,cloudy,"MMSM,MMMX,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-16T08:00:00,6.9,5.5,5.8,93.22,0,0,,0,0,8.3,7.4,58,1027.1,50.2,4.1,34,0.1,0,,Partially cloudy,partly-cloudy-day,"76675399999,MMCB,MMMX,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-16T09:00:00,8,6.1,7,93.19,0,0,,0,0,10.8,11,77,1017.4,99.7,2.2,205.1,0.7,2,,Overcast,cloudy,"MMCB,MMMX,76675099999"
"Gustavo A Madero, CDMX, México",2022-01-16T10:00:00,10,8.4,7,81.61,0,0,,0,0,15.5,11.2,70,1028.8,88,2,433.3,1.6,4,,Partially cloudy,partly-cloudy-day,MMMX
"Gustavo A Madero, CDMX, México",2022-01-16T11:00:00,13,13,7,66.73,0,0,,0,0,16.9,7.6,81,1028.5,49.7,4.1,609,2.2,6,,Partially cloudy,partly-cloudy-day,"MMCB,MMMX"
"Gustavo A Madero, CDMX, México",2022-01-16T12:00:00,16,16,6,51.36,0,0,,0,0,14.4,12.9,79,1013.7,87.4,3.2,730.8,2.6,7,,Partially cloudy,partly-cloudy-day,"MMCB,MMMX,76675099999"
"Gustavo A Madero, CDMX, México",2022-01-16T13:00:00,17,17,6,48.24,0,0,,0,0,22,7.5,321,1026.1,87.6,6,746,2.7,7,,Partially cloudy,partly-cloudy-day,"MMCB,MMMX"
"Gustavo A Madero, CDMX, México",2022-01-16T14:00:00,19.8,19.8,5,37.8,0,0,,0,0,21.6,5.8,317.7,1015,46.7,,374.3,1.3,4,,Partially cloudy,partly-cloudy-day,remote
"Gustavo A Madero, CDMX, México",2022-01-16T15:00:00,17.4,17.4,4.2,41.46,0,0,,0,0,20.9,15.2,224,1012.6,86.1,13,340,1.2,3,,Partially cloudy,partly-cloudy-day,"76726099999,76675099999,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-16T16:00:00,19.9,19.9,4,35.02,0,0,,0,0,23.8,11.3,301,1023,88.2,6.1,255.5,0.9,3,,Partially cloudy,partly-cloudy-day,"MMCB,MMMX,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-16T17:00:00,12,12,8.9,81.15,0,0,,0,0,24.5,18.2,271,1025.7,99.3,10,190.1,0.7,2,,Overcast,cloudy,"MMMX,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-16T18:00:00,12.9,12.9,7.9,71.27,0,0,,0,0,20.2,12.8,75,1015.4,88,11.1,82.2,0.3,1,,Partially cloudy,partly-cloudy-day,"MMMX,76675099999,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-16T19:00:00,12,12,8.9,81.49,0,0,,0,0,14.8,11.3,77,1026.4,88.2,13,2,0,0,,Partially cloudy,partly-cloudy-night,"76726099999,MMMX,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-16T20:00:00,11.9,11.9,7.9,76.66,0,0,,0,0,14.4,7.6,219,1026.8,88,13,0,0,0,,Partially cloudy,partly-cloudy-night,"MMMX,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-16T21:00:00,11.9,11.9,7.9,76.62,0,0,,0,0,18,18,302,1018.8,99.3,10,0,0,0,,Overcast,cloudy,"MMMX,76675099999,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-16T22:00:00,9,9,7,87.28,0,0,,0,0,14.4,0,0,1029.1,88,13,0,0,0,,Partially cloudy,partly-cloudy-night,MMTO
"Gustavo A Madero, CDMX, México",2022-01-16T23:00:00,12,12,9,81.98,0.3,100,rain,0,0,13.7,3.7,203,1027.8,100,15.9,0,0,0,,"Rain, Overcast",rain,"76679399999,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-17T00:00:00,12.1,12.1,9.1,81.89,0,0,,0,0,11.9,0,158.8,1014.9,100,14,0,0,0,,Overcast,cloudy,76679399999
"Gustavo A Madero, CDMX, México",2022-01-17T01:00:00,8,6.3,6,87.19,0,0,,0,0,12.2,9.4,150,1028.8,100,13,0,0,0,,Overcast,cloudy,MMTO
"Gustavo A Madero, CDMX, México",2022-01-17T02:00:00,7,7,6,93.35,0,0,,0,0,11.5,3.6,140,1028.1,100,13,0,0,0,,Overcast,cloudy,MMTO
"Gustavo A Madero, CDMX, México",2022-01-17T03:00:00,10,9.1,9,93.39,0,0,,0,0,11.9,7.6,60,1012.1,100,11,0,0,0,,Overcast,cloudy,"76679399999,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-17T04:00:00,7.1,5.8,6.2,94,0,0,,0,0,13.3,7.2,144.7,1019,37,,0,0,0,,Partially cloudy,partly-cloudy-night,remote
"Gustavo A Madero, CDMX, México",2022-01-17T05:00:00,3,3,3,100,0,0,,0,0,13.3,0,0,1027.8,100,0,0,0,0,,Overcast,cloudy,MMTO
"Gustavo A Madero, CDMX, México",2022-01-17T06:00:00,2.5,2.5,2,96.53,0.2,100,rain,0,0,14.4,1.4,69,1016.5,77.1,3.8,0,0,0,,"Rain, Partially cloudy",rain,"76675099999,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-17T07:00:00,5.3,5.3,5,97.9,0,0,,0,0,15.8,2.5,7,1026.4,61.6,7,0,0,0,,Partially cloudy,partly-cloudy-night,"MMCB,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-17T08:00:00,9.9,9.6,7,82.01,0,0,,0,0,17.6,5.4,46,1027.4,89.9,9.9,34.8,0.1,0,,Partially cloudy,partly-cloudy-day,"76679399999,MMCB,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-17T09:00:00,11,11,8.1,82.29,0,0,,0,0,18.7,6.7,85,1018,76.8,9.5,215,0.8,2,,Partially cloudy,partly-cloudy-day,"76726099999,76680099999,MMCB,MMMX,76675099999"
"Gustavo A Madero, CDMX, México",2022-01-17T10:00:00,10.7,10.7,6.3,74.23,0,0,,0,0,15.8,0.7,142.3,1022,9.9,,420.9,1.5,4,,Clear,clear-day,remote
"Gustavo A Madero, CDMX, México",2022-01-17T11:00:00,15,15,7,58.79,0,0,,0,0,14.4,2.4,22,1029.1,27.2,10,652.3,2.3,7,,Partially cloudy,partly-cloudy-day,"76679399999,MMMX"
"Gustavo A Madero, CDMX, México",2022-01-17T12:00:00,17,17,7.3,52.83,0,0,,0,0,14.4,9.5,130,1015.5,47.5,8.6,650.5,2.3,7,,Partially cloudy,partly-cloudy-day,"76726099999,76680099999,MMCB,MMMX,76675099999"
"Gustavo A Madero, CDMX, México",2022-01-17T13:00:00,19,19,4,37.11,0,0,,0,0,21.2,12.9,61,1026.8,49.7,11,770.4,2.8,8,,Partially cloudy,partly-cloudy-day,"MMCB,MMMX"
"Gustavo A Madero, CDMX, México",2022-01-17T14:00:00,18.9,18.9,3,34.59,0,0,,0,0,21.2,5.4,142,1025.4,88,10,653.4,2.4,7,,Partially cloudy,partly-cloudy-day,"76675399999,MMMX"
"Gustavo A Madero, CDMX, México",2022-01-17T15:00:00,20.1,20.1,1.9,29.75,0,0,,0,0,23.4,8.8,25,1010.5,79.5,9.1,478.3,1.7,5,,Partially cloudy,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,76675099999"
"Gustavo A Madero, CDMX, México",2022-01-17T16:00:00,19.9,19.9,0.1,26.54,0,0,,0,0,22.7,11.3,199,1023.7,87.6,10,267.8,1,3,,Partially cloudy,partly-cloudy-day,"MMCB,MMMX,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-17T17:00:00,19,19,0,27.89,0,0,,0,0,21.2,14.7,199,1023.7,88,13,221.3,0.8,2,,Partially cloudy,partly-cloudy-day,"76726099999,MMMX"
"Gustavo A Madero, CDMX, México",2022-01-17T18:00:00,17.7,17.7,4.1,40.72,0,0,,0,0,16.6,20.3,76,1010.6,88.5,9.6,89.6,0.3,1,,Partially cloudy,partly-cloudy-day,"76680099999,MMCB,MMMX,76675099999,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-17T19:00:00,16.8,16.8,4.1,42.94,0,0,,0,0,7.2,16.6,153,1024.4,88.6,12.8,3,0,0,,Partially cloudy,partly-cloudy-night,"MMSM,MMMX,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-17T20:00:00,14.7,14.7,4.1,49.13,0,0,,0,0,10.1,27,316,1026.2,88.6,15.6,0,0,0,,Partially cloudy,partly-cloudy-night,"MMSM,MMMX,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-17T21:00:00,13.8,13.8,4.9,55.02,0,0,,0,0,10.1,13,1,1015.9,87.1,13,0,0,0,,Partially cloudy,partly-cloudy-night,"76726099999,MMMX,76675099999,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-17T22:00:00,8,7.3,5,81.35,0,0,,0,0,10.4,5.4,10,1029.1,88,13,0,0,0,,Partially cloudy,partly-cloudy-night,MMTO
"Gustavo A Madero, CDMX, México",2022-01-17T23:00:00,11,11,5,66.92,0,0,,0,0,10.8,12.8,48,1028.8,99.1,15.9,0,0,0,,Overcast,cloudy,"76679399999,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-18T00:00:00,11,11,8.5,85.02,0,0,,0,0,10.1,10.8,202,1012.8,77.1,3.4,0,0,0,,Partially cloudy,partly-cloudy-night,"76680099999,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-18T01:00:00,4,2.7,4,100,0,0,,0,0,12.2,5.4,110,1029.1,25,10,0,0,0,,Partially cloudy,partly-cloudy-night,MMTO
"Gustavo A Madero, CDMX, México",2022-01-18T02:00:00,3,3,3,100,0,0,,0,0,11.2,0,0,1028.8,25,8,0,0,0,,Partially cloudy,partly-cloudy-night,MMTO
"Gustavo A Madero, CDMX, México",2022-01-18T03:00:00,2,2,2,100,0,0,,0,0,11.2,0,0,1015.6,0,6,0,0,0,,Clear,clear-night,MMTO
"Gustavo A Madero, CDMX, México",2022-01-18T04:00:00,2,0.5,2,100,0,0,,0,0,11.5,5.4,110,1028.1,0,5,0,0,0,,Clear,clear-night,MMTO
"Gustavo A Madero, CDMX, México",2022-01-18T05:00:00,8.9,7.5,5,76.4,0,0,,0,0,11.2,9.2,49,1026.1,0,12.9,0,0,0,,Clear,clear-night,"76679399999,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-18T06:00:00,8.1,8.1,7.7,96.99,0,0,,0,0,11.9,1.4,61,1015.9,0,3,0,0,0,,Clear,clear-night,"76726099999,76680099999,76675099999,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-18T07:00:00,6.9,5.1,5,87.31,0,0,,0,0,11.9,9.3,79,1027.1,0,12.8,0,0,0,,Clear,clear-night,"76679399999,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-18T08:00:00,4.5,4.5,3,89.83,0,0,,0,0,12.6,0,0,1026.9,15.3,6.3,41.5,0.1,0,,Clear,clear-day,"MMCB,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-18T09:00:00,10.1,10.1,7.3,82.56,0,0,,0,0,15.5,3.4,180,1019.2,0,2.8,249.9,0.9,2,,Clear,clear-day,"76675399999,76680099999,76675099999"
"Gustavo A Madero, CDMX, México",2022-01-18T10:00:00,13.7,13.7,6.2,60.76,0,0,,0,0,14.8,2.9,120,1028.3,7.6,7.4,480,1.7,5,,Clear,clear-day,"76675399999,MMCB"
"Gustavo A Madero, CDMX, México",2022-01-18T11:00:00,16,16,5.1,48.29,0,0,,0,0,14,5.3,10,1028.8,0.7,9.9,659.5,2.4,7,,Clear,clear-day,"76675399999,76679399999,MMCB"
"Gustavo A Madero, CDMX, México",2022-01-18T12:00:00,18.4,18.4,7.1,47.61,0,0,,0,0,18,7.1,94,1018.5,36.8,3.6,717.5,2.6,7,,Partially cloudy,partly-cloudy-day,"76726099999,76675399999,76680099999,MMSM,76675099999"
"Gustavo A Madero, CDMX, México",2022-01-18T13:00:00,19.1,19.1,2.4,32.9,0,0,,0,0,21.2,7.2,193,1025.7,50,10.3,823.4,3,8,,Partially cloudy,partly-cloudy-day,"76675399999,MMCB"
"Gustavo A Madero, CDMX, México",2022-01-18T14:00:00,18.1,18.1,-2.9,23.81,0,0,,0,0,23.4,14.8,290,1026.7,50,10,802,2.9,8,,Partially cloudy,partly-cloudy-day,76675399999
"Gustavo A Madero, CDMX, México",2022-01-18T15:00:00,18.8,18.8,4.2,38.09,0,0,,0,0,24.1,14,273,1011.5,57.8,3.9,624.5,2.2,6,,Partially cloudy,partly-cloudy-day,"76726099999,76680099999,76675099999,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-18T16:00:00,17,17,-4,23.51,0,0,,0,0,23.8,9.4,260,1025.1,88,10,439.1,1.6,4,,Partially cloudy,partly-cloudy-day,MMTO
"Gustavo A Madero, CDMX, México",2022-01-18T17:00:00,19.1,19.1,0.5,28.69,0,0,,0,0,22.3,9.4,341.8,1014,33.4,,293.3,1.1,3,,Partially cloudy,partly-cloudy-day,remote
"Gustavo A Madero, CDMX, México",2022-01-18T18:00:00,19.8,19.8,-0.9,24.77,0,0,,0,0,20.9,5.7,322,1010.8,87.7,16,118.3,0.4,1,,Partially cloudy,partly-cloudy-day,"76726099999,MMMX,76675099999,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-18T19:00:00,17.1,17.1,6.1,48.32,0,0,,0,0,11.2,5.4,286.5,1014,54.5,,3.6,0,0,,Partially cloudy,partly-cloudy-night,remote
"Gustavo A Madero, CDMX, México",2022-01-18T20:00:00,16,16,6.5,53.27,0,0,,0,0,11.5,2.5,214.9,1015,44.9,,0,0,0,,Partially cloudy,partly-cloudy-night,remote
"Gustavo A Madero, CDMX, México",2022-01-18T21:00:00,11,11,4,62,0,0,,0,0,12.2,7.6,350,1017.5,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,MMTO
"Gustavo A Madero, CDMX, México",2022-01-18T22:00:00,8,6.7,3,70.69,0,0,,0,0,12.2,7.6,40,1028.8,25,13,0,0,0,,Partially cloudy,partly-cloudy-night,MMTO
"Gustavo A Madero, CDMX, México",2022-01-18T23:00:00,12.6,12.6,6,64.13,0,0,,0,0,11.5,7.6,157.4,1018,2.5,,0,0,0,,Clear,clear-night,remote
"Gustavo A Madero, CDMX, México",2022-01-19T00:00:00,8,6.3,4,75.85,0,0,,0,0,12.6,9.4,340,1014.1,0,13,0,0,0,,Clear,clear-night,MMTO
"Gustavo A Madero, CDMX, México",2022-01-19T01:00:00,10.6,10.6,5.8,72.19,0,0,,0,0,11.9,6.5,154.7,1018,0.3,,0,0,0,,Clear,clear-night,remote
"Gustavo A Madero, CDMX, México",2022-01-19T02:00:00,5.1,2.9,2.1,80.95,0,0,,0,0,11.2,9.4,50,1028.8,0,13,0,0,0,,Clear,clear-night,76675399999
"Gustavo A Madero, CDMX, México",2022-01-19T03:00:00,12.1,12.1,4.1,58.06,0,0,,0,0,11.2,5.4,200,1010.8,30,11,0,0,0,,Partially cloudy,partly-cloudy-night,76679399999
"Gustavo A Madero, CDMX, México",2022-01-19T04:00:00,9.8,9,3.9,66.6,0,0,,0,0,11.2,7.4,69,1026.1,86.7,11,0,0,0,,Partially cloudy,partly-cloudy-night,"MMMX,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-19T05:00:00,6.9,5.8,4.5,84.69,0,0,,0,0,10.8,6.1,139.1,1019,5.6,,0,0,0,,Clear,clear-night,remote
"Gustavo A Madero, CDMX, México",2022-01-19T06:00:00,9.9,9.9,4,66.83,0,0,,0,0,11.2,3.5,78,1012.4,49.4,11,0,0,0,,Partially cloudy,partly-cloudy-night,"76679399999,76675099999,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-19T07:00:00,9,7.5,4,71.25,0,0,,0,0,11.5,9.2,68,1027.4,30.4,11.1,0,0,0,,Partially cloudy,partly-cloudy-night,"76679399999,MMCB,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-19T08:00:00,2.1,2.1,1.1,93.09,0,0,,0,0,11.5,0,142.3,1029.1,30,6,40.2,0.1,0,,Partially cloudy,partly-cloudy-day,76675399999
"Gustavo A Madero, CDMX, México",2022-01-19T09:00:00,11,11,4.9,66.19,0,0,,0,0,14.4,7.4,77,1016.4,6.5,8.4,242,0.9,2,,Clear,clear-day,"76726099999,76675399999,76680099999,MMCB,MMMX,76675099999"
"Gustavo A Madero, CDMX, México",2022-01-19T10:00:00,22,22,8,40.59,0,0,,0,0,13,0,0,1022.4,25,13,475.2,1.7,5,,Partially cloudy,partly-cloudy-day,MMCB
"Gustavo A Madero, CDMX, México",2022-01-19T11:00:00,14.1,14.1,3.1,47.48,0,0,,0,0,16.6,7.6,300,1029.8,0,6,664.4,2.4,7,,Clear,clear-day,76675399999
"Gustavo A Madero, CDMX, México",2022-01-19T12:00:00,18.9,18.9,3.6,36.22,0,0,,0,0,14.4,1.6,349,1012.2,9.1,8.7,712,2.6,7,,Clear,clear-day,"76726099999,76675399999,76680099999,MMCB,MMMX,76675099999"
"Gustavo A Madero, CDMX, México",2022-01-19T13:00:00,19.9,19.9,0.9,28.09,0,0,,0,0,20.2,5.4,2,1026.1,25.4,10,784,2.8,8,,Partially cloudy,partly-cloudy-day,"MMMX,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-19T14:00:00,20.9,20.9,-1.1,22.91,0,0,,0,0,20.2,7.7,9,1024.7,25.4,10,767.7,2.8,8,,Partially cloudy,partly-cloudy-day,"76675399999,MMMX"
"Gustavo A Madero, CDMX, México",2022-01-19T15:00:00,21.9,21.9,-0.6,22.33,0,0,,0,0,22.3,5.8,64,1007.8,50.2,8.4,664.8,2.4,7,,Partially cloudy,partly-cloudy-day,"76680099999,MMMX,76675099999,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-19T16:00:00,20.9,20.9,-3,19.94,0,0,,0,0,22.7,7.8,101,1023,88,11,402.9,1.5,4,,Partially cloudy,partly-cloudy-day,"MMMX,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-19T17:00:00,20.9,20.9,-2,21.47,0,0,,0,0,22.3,11.4,180,1022.7,88,11,227.4,0.8,2,,Partially cloudy,partly-cloudy-day,"MMMX,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-19T18:00:00,19.8,19.8,2,30.55,0,0,,0,0,14.4,18.3,180,1009.1,88.2,13,74.6,0.3,1,,Partially cloudy,partly-cloudy-day,"MMMX,76675099999,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-19T19:00:00,16.7,16.7,5.9,48.79,0,0,,0,0,13.3,7.8,97,1023.6,96.3,11.6,3.7,0,0,,Overcast,cloudy,"MMCB,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-19T20:00:00,13,13,5,58.29,0,0,,0,0,10.8,0,0,1027.1,100,11,0,0,0,,Overcast,cloudy,MMTO
"Gustavo A Madero, CDMX, México",2022-01-19T21:00:00,16.9,16.9,5,45.36,0,0,,0,0,11.2,0.2,360,1013.3,88,13,0,0,0,,Partially cloudy,partly-cloudy-night,"MMMX,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-19T22:00:00,16.2,16.2,5.2,48.07,0,0,,0,0,8.3,4,174.6,1016,18.4,,0,0,0,,Clear,clear-night,remote
"Gustavo A Madero, CDMX, México",2022-01-19T23:00:00,13.8,13.8,6,59.3,0,0,,0,0,7.9,3.6,161.5,1017,18.5,,0,0,0,,Clear,clear-night,remote
"Gustavo A Madero, CDMX, México",2022-01-20T00:00:00,14,14,1.1,41.58,0,0,,0,0,8.6,0.2,70,1011.3,90,15.9,0,0,0,,Partially cloudy,partly-cloudy-night,"76679399999,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-20T01:00:00,12.7,12.7,6.5,65.95,0,0,,0,0,6.1,2.5,163.5,1018,20.4,,0,0,0,,Partially cloudy,partly-cloudy-night,remote
"Gustavo A Madero, CDMX, México",2022-01-20T02:00:00,13.9,13.9,2.1,44.72,0,0,,0,0,5.4,9.3,80,1027.1,99.8,15.9,0,0,0,,Overcast,cloudy,"76679399999,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-20T03:00:00,11.9,11.9,7.2,72.93,0,0,,0,0,6.1,2.9,163.7,1018,43.6,,0,0,0,,Partially cloudy,partly-cloudy-night,remote
"Gustavo A Madero, CDMX, México",2022-01-20T04:00:00,10.2,10.2,4.7,68.68,0,0,,0,0,7.6,5,156.6,1018,75,,0,0,0,,Partially cloudy,partly-cloudy-night,remote
"Gustavo A Madero, CDMX, México",2022-01-20T05:00:00,10.5,10.5,4.8,67.79,0,0,,0,0,8.3,4.7,156.3,1019,66.3,,0,0,0,,Partially cloudy,partly-cloudy-night,remote
"Gustavo A Madero, CDMX, México",2022-01-20T06:00:00,11.1,11.1,8,80.99,0,0,,0,0,7.6,3.6,180,1013,57.6,3.6,0,0,0,,Partially cloudy,partly-cloudy-night,"76726099999,76680099999,76675099999"
"Gustavo A Madero, CDMX, México",2022-01-20T07:00:00,15,15,8,62.93,0,0,,0,0,6.1,0,0,1020.3,50,13,0,0,0,,Partially cloudy,partly-cloudy-night,MMCB
"Gustavo A Madero, CDMX, México",2022-01-20T08:00:00,12.8,12.8,4.8,58.24,0,0,,0,0,4.7,3.6,150.6,1020,70.8,,23.5,0.1,0,,Partially cloudy,partly-cloudy-day,remote
"Gustavo A Madero, CDMX, México",2022-01-20T09:00:00,12.8,12.8,3.6,53.57,0,0,,0,0,6.8,0,0,1014.9,47.3,8.1,161.7,0.6,2,,Partially cloudy,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,76675099999"
"Gustavo A Madero, CDMX, México",2022-01-20T10:00:00,15,15,2.1,41.83,0,0,,0,0,9,5.3,110,1028.4,50.7,7.9,300.2,1.1,3,,Partially cloudy,partly-cloudy-day,"76675399999,76679399999"
"Gustavo A Madero, CDMX, México",2022-01-20T11:00:00,18,18,1.1,32.09,0,0,,0,0,14.4,9.4,163,1027.8,90.2,7.9,579.4,2.1,6,,Overcast,cloudy,"76675399999,76679399999"
"Gustavo A Madero, CDMX, México",2022-01-20T12:00:00,19.3,19.3,1.6,30.52,0,0,,0,0,14.4,5.9,88,1013.3,82.2,6.7,691.9,2.5,7,,Partially cloudy,partly-cloudy-day,"76726099999,76679399999,76680099999,MMCB,76675099999,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-20T13:00:00,19.9,19.9,-2,22.69,0,0,,0,0,20.5,11.1,102,1026.1,88.2,10,706.4,2.5,7,,Partially cloudy,partly-cloudy-day,"76675399999,MMMX"
"Gustavo A Madero, CDMX, México",2022-01-20T14:00:00,21.1,21.1,-1.9,21.34,0,0,,0,0,21.2,11.1,149,1024.6,90,11,616.1,2.2,6,,Partially cloudy,partly-cloudy-day,"76679399999,MMCB"
"Gustavo A Madero, CDMX, México",2022-01-20T15:00:00,22.2,22.2,0.3,23.32,0,0,,0,0,21.6,15,128,1008.2,79.7,8.8,527.6,1.9,5,,Partially cloudy,partly-cloudy-day,"76726099999,76679399999,76680099999,76675099999,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-20T16:00:00,22,22,-1.8,20.29,0,0,,0,0,20.9,15,161,1022.7,89.9,11,441,1.6,4,,Partially cloudy,partly-cloudy-day,"76679399999,MMCB,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-20T17:00:00,21.1,21.1,0.1,24.65,0,0,,0,0,21.6,5.4,180,1022.6,90,10,265,1,3,,Partially cloudy,partly-cloudy-day,"76679399999,MMCB"
"Gustavo A Madero, CDMX, México",2022-01-20T18:00:00,19.9,19.9,2,30.48,0,0,,0,0,24.5,11.2,201,1008,87.2,13.1,88.7,0.3,1,,Partially cloudy,partly-cloudy-day,"76726099999,MMCB,MMMX,76675099999,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-20T19:00:00,18.9,18.9,4,37.26,0,0,,0,0,22.3,14.6,200,1023.7,100,15.9,3.8,0,0,,Overcast,cloudy,"MMMX,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-20T20:00:00,17.3,17.3,4.8,43.6,0,0,,0,0,10.4,3.2,292.5,1016,42.3,,0,0,0,,Partially cloudy,partly-cloudy-night,remote
"Gustavo A Madero, CDMX, México",2022-01-20T21:00:00,15.1,15.1,6.1,54.9,0,0,,0,0,7.9,22.3,40,1013.3,90,13,0,0,0,,Partially cloudy,partly-cloudy-night,76679399999
"Gustavo A Madero, CDMX, México",2022-01-20T22:00:00,14,14,6,58.76,0,0,,0,0,9,11,350,1026.4,90,13,0,0,0,,Partially cloudy,partly-cloudy-night,"76679399999,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-20T23:00:00,9,9,4,70.88,0,0,,0,0,8.3,0,0,1027.8,88,11,0,0,0,,Partially cloudy,partly-cloudy-night,MMTO
"Gustavo A Madero, CDMX, México",2022-01-21T00:00:00,9,9,4,70.88,0,0,,0,0,7.2,0,0,1010,88,11,0,0,0,,Partially cloudy,partly-cloudy-night,MMTO
"Gustavo A Madero, CDMX, México",2022-01-21T01:00:00,7,7,5,87.09,0,0,,0,0,7.2,0,0,1027.4,88,11,0,0,0,,Partially cloudy,partly-cloudy-night,MMTO
"Gustavo A Madero, CDMX, México",2022-01-21T02:00:00,8,8,5,81.35,0,0,,0,0,6.8,0,0,1026.8,88,11,0,0,0,,Partially cloudy,partly-cloudy-night,MMTO
"Gustavo A Madero, CDMX, México",2022-01-21T03:00:00,8,8,5,81.35,0,0,,0,0,6.5,0,0,1009.1,88,11,0,0,0,,Partially cloudy,partly-cloudy-night,MMTO
"Gustavo A Madero, CDMX, México",2022-01-21T04:00:00,7,6.2,5,87.09,0,0,,0,0,6.5,5.4,120,1026.1,88,11,0,0,0,,Partially cloudy,partly-cloudy-night,MMTO
"Gustavo A Madero, CDMX, México",2022-01-21T05:00:00,8,8,5,81.35,0,0,,0,0,6.8,0,0,1026.1,88,11,0,0,0,,Partially cloudy,partly-cloudy-night,MMTO
"Gustavo A Madero, CDMX, México",2022-01-21T06:00:00,7.4,5.7,4.1,79.81,0,0,,0,0,8.3,9.4,60,1012.6,88.8,10.6,0,0,0,,Partially cloudy,partly-cloudy-night,"76675099999,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-21T07:00:00,12,12,8,76.49,0,0,,0,0,10.8,12.7,119,1025.4,89.9,10.1,0,0,0,,Partially cloudy,partly-cloudy-night,"76679399999,MMCB,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-21T08:00:00,11.5,11.5,7.5,76.43,0,0,,0,0,11.9,6.1,149.9,1019,45.8,,32,0.1,0,,Partially cloudy,partly-cloudy-day,remote
"Gustavo A Madero, CDMX, México",2022-01-21T09:00:00,15.3,15.3,7.7,60.38,0,0,,0,0,18,6.7,156,1024.5,88.1,8.6,204.7,0.7,2,,Partially cloudy,partly-cloudy-day,"76726099999,76680099999,MMMX,76675099999"
"Gustavo A Madero, CDMX, México",2022-01-21T10:00:00,23,23,9,40.87,0,0,,0,0,17.6,9.4,160,1022.4,25,13,385.1,1.4,4,,Partially cloudy,partly-cloudy-day,MMCB
