name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Gustavo A Madero, CDMX, México",2022-01-10T19:00:00,14.4,14.4,6.4,58.41,0,0,,0,0,28.1,25,80,1028.8,91.1,11.1,0.9,0,0,,Overcast,cloudy,"76726099999,76675399999,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-10T20:00:00,13.1,13.1,5.1,58.31,0,0,,0,0,23,22.3,350,1031.8,90,19,0,0,0,,Partially cloudy,partly-cloudy-night,76679399999
"Gustavo A Madero, CDMX, México",2022-01-10T21:00:00,9.9,7.8,3.7,65.33,0,0,,0,0,32.4,14.4,70,1016.1,30,12,0,0,0,,Partially cloudy,partly-cloudy-night,76675099999
"Gustavo A Madero, CDMX, México",2022-01-10T22:00:00,9,6.3,5,76.03,0,0,,0,0,18.7,18.4,90,1034.2,27.5,13,0,0,0,,Partially cloudy,partly-cloudy-night,"76675399999,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-10T23:00:00,9.1,6.6,4.1,70.9,0,0,,0,0,17.3,16.6,70,1034.2,30,11,0,0,0,,Partially cloudy,partly-cloudy-night,76675399999
"Gustavo A Madero, CDMX, México",2022-01-11T00:00:00,11,11,5,66.75,0,0,,0,0,15.8,14.7,302,1021.4,49.6,18.9,0,0,0,,Partially cloudy,partly-cloudy-night,"76675399999,76679399999"
"Gustavo A Madero, CDMX, México",2022-01-11T01:00:00,10.3,10.3,6.2,75.71,0,0,,0,0,14.4,7.6,14.1,1028,95.2,,0,0,0,,Overcast,cloudy,remote
"Gustavo A Madero, CDMX, México",2022-01-11T02:00:00,6.1,4.5,3.1,81.09,0,0,,0,0,13,7.6,290,1033.9,30,11,0,0,0,,Partially cloudy,partly-cloudy-night,76675399999
"Gustavo A Madero, CDMX, México",2022-01-11T03:00:00,5.1,2.5,4.1,93.25,0,0,,0,0,13.7,11.2,300,1018,30,11,0,0,0,,Partially cloudy,partly-cloudy-night,76675399999
"Gustavo A Madero, CDMX, México",2022-01-11T04:00:00,4,4,3,93.19,0,0,,0,0,15.1,0,0,1032.9,0,11,0,0,0,,Clear,clear-night,MMTO
"Gustavo A Madero, CDMX, México",2022-01-11T05:00:00,7.6,6.4,5.3,85.36,0,0,,0,0,15.1,6.8,12.9,1027,68.9,,0,0,0,,Partially cloudy,partly-cloudy-night,remote
"Gustavo A Madero, CDMX, México",2022-01-11T06:00:00,8.8,7.4,4.9,76.54,0,0,,0,0,14,9.4,320,1021.4,49.1,18.7,0,0,0,,Partially cloudy,partly-cloudy-night,"76675399999,76679399999,76675099999"
"Gustavo A Madero, CDMX, México",2022-01-11T07:00:00,3.1,0.5,2.1,93.14,0,0,,0,0,13.7,9.4,280,1033.5,50,8,0,0,0,,Partially cloudy,partly-cloudy-night,76675399999
"Gustavo A Madero, CDMX, México",2022-01-11T08:00:00,3,0.9,2,93.14,0,0,,0,0,13.3,7.6,290,1033.9,50,8,22.1,0.1,0,,Partially cloudy,partly-cloudy-day,"76675399999,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-11T09:00:00,9.7,9.7,4.6,70.64,0,0,,0,0,16.6,3.6,230,1025.9,34.4,20,161.8,0.6,2,,Partially cloudy,partly-cloudy-day,"76726099999,76675099999"
"Gustavo A Madero, CDMX, México",2022-01-11T10:00:00,13.4,13.4,4.9,56.62,0,0,,0,0,19.8,6.5,35,1033.2,89.4,14.3,301.2,1.1,3,,Partially cloudy,partly-cloudy-day,"76675399999,MMCB"
"Gustavo A Madero, CDMX, México",2022-01-11T11:00:00,14.1,14.1,5.5,56.18,0,0,,0,0,22.7,10.8,49.9,1028,100,,509.1,1.8,5,,Overcast,cloudy,remote
"Gustavo A Madero, CDMX, México",2022-01-11T12:00:00,12.3,12.3,6.8,69.16,0,0,,0,0,14.4,8.1,354,1025,98.3,6.8,584.4,2.1,6,,Overcast,cloudy,"76675399999,76680099999,76675099999,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-11T13:00:00,15.1,15.1,5.1,51.04,0,0,,0,0,24.1,9.3,259,1033.1,90,11.1,287.9,1,3,,Partially cloudy,partly-cloudy-day,"76679399999,MMCB"
"Gustavo A Madero, CDMX, México",2022-01-11T14:00:00,18.2,18.2,4.4,40.06,0,0,,0,0,25.2,9.7,38.9,1023,100,,355.9,1.3,4,,Overcast,cloudy,remote
"Gustavo A Madero, CDMX, México",2022-01-11T15:00:00,16.8,16.8,7.5,54.45,0,0,,0,0,24.8,10.7,23,1020.4,87.8,3.8,287.1,1,3,,Partially cloudy,partly-cloudy-day,"76726099999,76680099999,MMCB"
"Gustavo A Madero, CDMX, México",2022-01-11T16:00:00,26,26,7,29.81,0,0,,0,0,24.5,13,150,1022,50,19,141.4,0.5,1,,Partially cloudy,partly-cloudy-day,MMCB
"Gustavo A Madero, CDMX, México",2022-01-11T17:00:00,16,16,3,41.63,0,0,,0,0,24.8,3.6,89,1029.5,88,13,136.3,0.5,1,,Partially cloudy,partly-cloudy-day,"MMCB,MMMX"
"Gustavo A Madero, CDMX, México",2022-01-11T18:00:00,16,16,3.6,43.76,0,0,,0,0,24.1,6,259,1017.5,85.7,10.9,47.7,0.2,0,,Partially cloudy,partly-cloudy-day,"76726099999,76680099999,MMMX,76675099999,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-11T19:00:00,17,17,3,39.15,0,0,,0,0,22,12.9,280,1029.8,88,13,1,0,0,,Partially cloudy,partly-cloudy-night,"76726099999,MMMX"
"Gustavo A Madero, CDMX, México",2022-01-11T20:00:00,14.9,14.9,4.1,48.47,0,0,,0,0,17.6,13.3,1,1030.5,29.8,16.1,0,0,0,,Partially cloudy,partly-cloudy-night,"76679399999,MMSM"
"Gustavo A Madero, CDMX, México",2022-01-11T21:00:00,10.2,10.2,4,65.62,0,0,,0,0,11.9,7.2,122,1019.3,65.3,10.6,0,0,0,,Partially cloudy,partly-cloudy-night,"76675099999,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-11T22:00:00,12,12,4,58.05,0,0,,0,0,8.6,16.8,294,1032.2,50,16,0,0,0,,Partially cloudy,partly-cloudy-night,"76679399999,MMMX"
"Gustavo A Madero, CDMX, México",2022-01-11T23:00:00,11,11,4,62.33,0,0,,0,0,8.6,14.5,301,1032.5,49.1,15.9,0,0,0,,Partially cloudy,partly-cloudy-night,"76679399999,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-12T00:00:00,9.9,8.1,3.9,66.47,0,0,,0,0,9,12.8,261,1021.8,49.3,15.9,0,0,0,,Partially cloudy,partly-cloudy-night,"MMMX,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-12T01:00:00,9.9,9.6,4,66.93,0,0,,0,0,9.4,5.2,281,1032.2,28.9,15.8,0,0,0,,Partially cloudy,partly-cloudy-night,"76675399999,76679399999,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-12T02:00:00,5.1,5.1,3.1,86.91,0,0,,0,0,8.3,0,359.7,1032.8,0,8,0,0,0,,Clear,clear-night,76675399999
"Gustavo A Madero, CDMX, México",2022-01-12T03:00:00,7.9,6.7,4,76.61,0,0,,0,0,6.8,7.3,69,1019.3,28.9,12.8,0,0,0,,Partially cloudy,partly-cloudy-night,"76675399999,76679399999,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-12T04:00:00,7,6.2,5,87.32,0,0,,0,0,6.5,5.4,88,1030.8,0,12.9,0,0,0,,Clear,clear-night,"76679399999,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-12T05:00:00,3.1,1.7,2.1,93.14,0,0,,0,0,5.4,5.4,280,1031.8,0,8,0,0,0,,Clear,clear-night,76675399999
"Gustavo A Madero, CDMX, México",2022-01-12T06:00:00,6.1,4.9,4.5,89.51,0,0,,0,0,4,6.6,23,1021,24.6,8.3,0,0,0,,Partially cloudy,partly-cloudy-night,"76680099999,MMMX,76675099999,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-12T07:00:00,5.9,4.3,3.9,87.17,0,0,,0,0,5.8,7.4,79,1031.8,24.6,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"MMMX,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-12T08:00:00,4.2,4.2,2.3,87.47,0,0,,0,0,8.6,1.7,310,1031.1,0,8.9,35.4,0.1,0,,Clear,clear-day,"76726099999,76675399999"
"Gustavo A Madero, CDMX, México",2022-01-12T09:00:00,9.1,9.1,7.1,87.23,0,0,,0,0,11.5,0,126.1,1024.9,0,4.8,202,0.7,2,,Clear,clear-day,"76726099999,76675399999,76680099999,76675099999"
"Gustavo A Madero, CDMX, México",2022-01-12T10:00:00,11,11,5,66.36,0,0,,0,0,11.9,5.3,71,1032.9,0,8,436.6,1.6,4,,Clear,clear-day,"76726099999,76675399999,MMMX"
"Gustavo A Madero, CDMX, México",2022-01-12T11:00:00,16.3,16.3,6,50.62,0,0,,0,0,14.4,6.7,256,1031.5,20.5,9.4,649.2,2.3,6,,Partially cloudy,partly-cloudy-day,"76726099999,76675399999"
"Gustavo A Madero, CDMX, México",2022-01-12T12:00:00,17.7,17.7,6.5,47.82,0,0,,0,0,14.4,7.6,121,1019.6,10.6,6.6,783.9,2.8,8,,Clear,clear-day,"76675399999,76679399999,76680099999,76675099999"
"Gustavo A Madero, CDMX, México",2022-01-12T13:00:00,17.2,17.2,6,47.69,0,0,,0,0,24.5,9.7,339.1,1021,10.1,,840.9,3,8,,Clear,clear-day,remote
"Gustavo A Madero, CDMX, México",2022-01-12T14:00:00,20.3,20.3,3.6,33.39,0,0,,0,0,25.2,6.4,300,1030.1,43.7,10.5,771.7,2.8,8,,Partially cloudy,partly-cloudy-day,"76726099999,76675399999"
"Gustavo A Madero, CDMX, México",2022-01-12T15:00:00,21.1,21.1,2.1,28.45,0,0,,0,0,25.9,14.2,270,1013.9,33,15.8,657.1,2.4,7,,Partially cloudy,partly-cloudy-day,"76726099999,76675099999,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-12T16:00:00,26,26,6,27.83,0,0,,0,0,29.5,11.2,50,1021,50,16,467.3,1.7,5,,Partially cloudy,partly-cloudy-day,MMCB
"Gustavo A Madero, CDMX, México",2022-01-12T17:00:00,21,21,1,26.45,0,0,,0,0,34.2,22.2,30,1027.8,0.3,13,265.2,1,3,,Clear,clear-day,"MMCB,MMMX"
"Gustavo A Madero, CDMX, México",2022-01-12T18:00:00,19,19,-1.9,24.25,0,0,,0,0,35.6,18,19,1015.7,1.9,16,102.9,0.4,1,,Clear,clear-day,"76726099999,MMCB,MMMX,76675099999,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-12T19:00:00,17.4,17.4,3.8,40.39,0,0,,0,0,31,11.2,351.2,1020,0.1,,2.1,0,0,,Clear,clear-night,remote
"Gustavo A Madero, CDMX, México",2022-01-12T20:00:00,14.3,14.3,5.7,56.23,0,0,,0,0,24.1,7.6,358.4,1022,0,,0,0,0,,Clear,clear-night,remote
"Gustavo A Madero, CDMX, México",2022-01-12T21:00:00,8.9,8.9,-1.6,47.72,0,0,,0,0,15.5,3.6,190,1012.3,0,10,0,0,0,,Clear,clear-night,76675099999
"Gustavo A Madero, CDMX, México",2022-01-12T22:00:00,10,8.8,1,53.56,0,0,,0,0,13.7,9.4,230,1032.5,0,11,0,0,0,,Clear,clear-night,"76675399999,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-12T23:00:00,13.6,13.6,6.5,62.18,0,0,,0,0,10.8,2.5,8.4,1025,0,,0,0,0,,Clear,clear-night,remote
"Gustavo A Madero, CDMX, México",2022-01-13T00:00:00,12.9,12.9,3,50.9,0,0,,0,0,9.4,7.4,350,1018.3,0,15.9,0,0,0,,Clear,clear-night,"76679399999,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-13T01:00:00,10.8,10.8,5.3,68.81,0,0,,0,0,5.4,1.4,133.9,1025,0.9,,0,0,0,,Clear,clear-night,remote
"Gustavo A Madero, CDMX, México",2022-01-13T02:00:00,3,3,-1,74.99,0,0,,0,0,6.1,0,0,1032.5,0,8,0,0,0,,Clear,clear-night,MMTO
"Gustavo A Madero, CDMX, México",2022-01-13T03:00:00,3,3,-1,74.99,0,0,,0,0,6.5,0,0,1016.5,0,8,0,0,0,,Clear,clear-night,MMTO
"Gustavo A Madero, CDMX, México",2022-01-13T04:00:00,2,-0.8,-1,80.51,0,0,,0,0,7.6,9.4,330,1031.8,0,8,0,0,0,,Clear,clear-night,MMTO
"Gustavo A Madero, CDMX, México",2022-01-13T05:00:00,2,2,-2,74.81,0,0,,0,0,9,0,0,1031.8,0,8,0,0,0,,Clear,clear-night,MMTO
"Gustavo A Madero, CDMX, México",2022-01-13T06:00:00,5.9,5,0.9,70.46,0,0,,0,0,10.4,5.3,58,1018.4,0,15.8,0,0,0,,Clear,clear-night,"76679399999,76675099999,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-13T07:00:00,3.9,1.8,0.1,76.09,0,0,,0,0,10.8,8.1,348,1029.5,7.6,9.1,0,0,0,,Clear,clear-night,"MMCB,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-13T08:00:00,5,5,1.2,76.26,0,0,,0,0,10.8,0,0,1029.9,7.6,10.4,41.6,0.1,0,,Clear,clear-day,"76675399999,MMCB"
"Gustavo A Madero, CDMX, México",2022-01-13T09:00:00,10.6,10.6,6.7,76.95,0,0,,0,0,11.2,0,0,1022.2,10.1,15.5,249,0.9,2,,Clear,clear-day,"76726099999,76680099999,MMCB,76675099999"
"Gustavo A Madero, CDMX, México",2022-01-13T10:00:00,22,22,6,35.39,0,0,,0,0,11.5,9.4,100,1025.7,50,16,474.7,1.7,5,,Partially cloudy,partly-cloudy-day,MMCB
"Gustavo A Madero, CDMX, México",2022-01-13T11:00:00,23,23,5,31.07,0,0,,0,0,17.3,9.4,200,1025.4,25,16,666.3,2.4,7,,Partially cloudy,partly-cloudy-day,MMCB
"Gustavo A Madero, CDMX, México",2022-01-13T12:00:00,18.2,18.2,9.4,56.34,0,0,,0,0,14.4,7.3,249,1020.4,10.3,10.7,794.8,2.9,8,,Clear,clear-day,"76726099999,76680099999,MMCB,76675099999,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-13T13:00:00,20.4,20.4,1.8,29.05,0,0,,0,0,28.1,12.4,278,1027.8,34.7,12.5,849.9,3.1,8,,Partially cloudy,partly-cloudy-day,"MMCB,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-13T14:00:00,20.1,20.1,3,32.24,0,0,,0,0,30.2,13.3,342.2,1018,1.8,,726.2,2.6,7,,Clear,clear-day,remote
"Gustavo A Madero, CDMX, México",2022-01-13T15:00:00,20.1,20.1,1,27.98,0,0,,0,0,30.6,14.6,36,1012.9,28.3,10.9,413.6,1.5,4,,Partially cloudy,partly-cloudy-day,"76680099999,MMMX,76675099999"
"Gustavo A Madero, CDMX, México",2022-01-13T16:00:00,21,21,-2,21.28,0,0,,0,0,32.4,18.3,20,1026.1,50,13,331.8,1.2,3,,Partially cloudy,partly-cloudy-day,"MMCB,MMMX"
"Gustavo A Madero, CDMX, México",2022-01-13T17:00:00,26,26,6,27.83,0,0,,0,0,33.1,0,0,1019.3,88,13,209.5,0.8,2,,Partially cloudy,partly-cloudy-day,MMCB
"Gustavo A Madero, CDMX, México",2022-01-13T18:00:00,18.7,18.7,0,28.41,0,0,,0,0,32,13.2,346,1013.6,48.2,12.1,91.4,0.3,1,,Partially cloudy,partly-cloudy-day,"76680099999,MMMX,76675099999"
"Gustavo A Madero, CDMX, México",2022-01-13T19:00:00,18,18,0,29.7,0,0,,0,0,23.8,14.7,360,1026.8,50.3,16,2.3,0,0,,Partially cloudy,partly-cloudy-night,"76726099999,MMMX"
"Gustavo A Madero, CDMX, México",2022-01-13T20:00:00,13,13,4,54.35,0,0,,0,0,16.6,7.6,100,1029.1,88,11,0,0,0,,Partially cloudy,partly-cloudy-night,MMTO
"Gustavo A Madero, CDMX, México",2022-01-13T21:00:00,10.9,10.9,1.9,53.79,0,0,,0,0,13,5.4,0.3,1010.2,80,10,0,0,0,,Partially cloudy,partly-cloudy-night,76675099999
"Gustavo A Madero, CDMX, México",2022-01-13T22:00:00,15.1,15.1,4.1,47.76,0,0,,0,0,11.5,5.4,10,1029.1,50,13,0,0,0,,Partially cloudy,partly-cloudy-night,76679399999
"Gustavo A Madero, CDMX, México",2022-01-13T23:00:00,15,15,3,44.67,0,0,,0,0,5.8,9.3,293,1028.8,30.4,13,0,0,0,,Partially cloudy,partly-cloudy-night,"76679399999,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-14T00:00:00,14,14,2,44.49,0,0,,0,0,4,0.1,320,1014,0.5,15.9,0,0,0,,Clear,clear-night,"76679399999,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-14T01:00:00,7,5.5,1,65.61,0,0,,0,0,6.8,7.6,330,1029.5,0,11,0,0,0,,Clear,clear-night,MMTO
"Gustavo A Madero, CDMX, México",2022-01-14T02:00:00,10.4,10.4,3.5,62.47,0,0,,0,0,8.3,9.5,73,1028,27.4,16,0,0,0,,Partially cloudy,partly-cloudy-night,"76675399999,76679399999,MMMX"
"Gustavo A Madero, CDMX, México",2022-01-14T03:00:00,9.1,7.6,3.1,66.08,0,0,,0,0,8.6,9.4,70,1014.3,30,13,0,0,0,,Partially cloudy,partly-cloudy-night,76679399999
"Gustavo A Madero, CDMX, México",2022-01-14T04:00:00,8.9,7.8,1.9,61.76,0,0,,0,0,9.4,7.4,49,1027.1,0.7,13,0,0,0,,Clear,clear-night,"MMMX,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-14T05:00:00,2,2,0,86.6,0,0,,0,0,10.1,0,0,1028.5,25,10,0,0,0,,Partially cloudy,partly-cloudy-night,MMTO
"Gustavo A Madero, CDMX, México",2022-01-14T06:00:00,7.2,5.8,2.1,69.85,0,0,,0,0,11.2,8,100,1015.1,0,8.3,0,0,0,,Clear,clear-night,"76680099999,MMMX,76675099999,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-14T07:00:00,7.1,5.7,1.1,65.61,0,0,,0,0,11.9,7.6,121,1027.8,0.4,10,0,0,0,,Clear,clear-night,"76679399999,MMCB"
"Gustavo A Madero, CDMX, México",2022-01-14T08:00:00,5.6,5.6,2.8,81.99,0,0,,0,0,13,0,0,1027.6,15.3,10.4,41.7,0.2,0,,Clear,clear-day,"76675399999,MMCB"
"Gustavo A Madero, CDMX, México",2022-01-14T09:00:00,10.9,10.9,6.5,74.05,0,0,,0,0,16.6,3.8,198,1019,11.6,4.5,247.5,0.9,2,,Clear,clear-day,"76726099999,76675399999,76680099999,MMCB,76675099999"
"Gustavo A Madero, CDMX, México",2022-01-14T10:00:00,11.1,11.1,3.1,57.81,0,0,,0,0,15.8,0,180.6,1030.5,0,8,485.6,1.7,5,,Clear,clear-day,76675399999
"Gustavo A Madero, CDMX, México",2022-01-14T11:00:00,16.8,16.8,3.1,39.96,0,0,,0,0,19.4,6.5,291,1027.9,0,11.8,679.8,2.4,7,,Clear,clear-day,"76675399999,MMCB"
"Gustavo A Madero, CDMX, México",2022-01-14T12:00:00,18.9,18.9,2.6,33.89,0,0,,0,0,21.6,12,17,1013.7,0,9.2,782.8,2.8,8,,Clear,clear-day,"76726099999,76675399999,76679399999,76680099999,76675099999"
"Gustavo A Madero, CDMX, México",2022-01-14T13:00:00,20.9,20.9,-3.1,19.63,0,0,,0,0,25.6,5.6,203,1026.1,0.3,11,863.8,3.1,9,,Clear,clear-day,"76675399999,MMCB,MMMX"
"Gustavo A Madero, CDMX, México",2022-01-14T14:00:00,20.8,20.8,-6.6,15.21,0,0,,0,0,27.4,14.9,228,1024.2,15.3,12.5,859.3,3.1,9,,Clear,clear-day,"76675399999,MMCB"
"Gustavo A Madero, CDMX, México",2022-01-14T15:00:00,21.9,21.9,-10.1,10.87,0,0,,0,0,29.5,11.1,320,1009.4,0.3,11,778.1,2.8,8,,Clear,clear-day,"MMCB,MMMX,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-14T16:00:00,21.9,21.9,-11.2,9.98,0,0,,0,0,29.9,11.3,349,1023,0,13,609.3,2.2,6,,Clear,clear-day,"MMMX,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-14T17:00:00,27,26.4,8,30.09,0,0,,0,0,29.2,11.2,190,1016.6,50,16,391.5,1.4,4,,Partially cloudy,partly-cloudy-day,MMCB
"Gustavo A Madero, CDMX, México",2022-01-14T18:00:00,18.7,18.7,-7,16.79,0,0,,0,0,18,6.7,295,1011.8,15.3,15.7,144.9,0.5,1,,Clear,clear-day,"MMCB,76675099999,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-14T19:00:00,19,19,-15.9,8.13,0,0,,0,0,17.3,12.9,70,1023.7,0.3,19,3.3,0,0,,Clear,clear-night,"MMCB,MMMX"
"Gustavo A Madero, CDMX, México",2022-01-14T20:00:00,17.8,17.8,-4.2,22.02,0,0,,0,0,14.8,2.9,192.7,1015,0,,0,0,0,,Clear,clear-night,remote
"Gustavo A Madero, CDMX, México",2022-01-14T21:00:00,11.9,11.9,3.9,57.99,0,0,,0,0,9.7,3.6,110,1007.4,0,13.4,0,0,0,,Clear,clear-night,"76726099999,76675099999"
"Gustavo A Madero, CDMX, México",2022-01-14T22:00:00,14.9,14.9,5,51.45,0,0,,0,0,12.6,9.4,128,1025.4,0,15.9,0,0,0,,Clear,clear-night,"76675399999,76679399999"
"Gustavo A Madero, CDMX, México",2022-01-14T23:00:00,7.1,5.7,5.1,87.1,0,0,,0,0,12.6,7.6,340,1028.1,0,11,0,0,0,,Clear,clear-night,76675399999
"Gustavo A Madero, CDMX, México",2022-01-15T00:00:00,13.9,13.9,5.1,55.16,0,0,,0,0,12.6,5.4,182,1010.5,0,13,0,0,0,,Clear,clear-night,"76675399999,76679399999"
"Gustavo A Madero, CDMX, México",2022-01-15T01:00:00,6.1,5.1,4.1,87.01,0,0,,0,0,13,5.4,210,1027.4,0,11,0,0,0,,Clear,clear-night,76675399999
"Gustavo A Madero, CDMX, México",2022-01-15T02:00:00,4.1,4.1,3.1,93.2,0,0,,0,0,13.3,0,155.8,1027.1,0,10,0,0,0,,Clear,clear-night,76675399999
"Gustavo A Madero, CDMX, México",2022-01-15T03:00:00,10.9,10.9,4,62.47,0,0,,0,0,14.4,3.5,200,1009.6,0,12.9,0,0,0,,Clear,clear-night,"76675399999,76679399999"
"Gustavo A Madero, CDMX, México",2022-01-15T04:00:00,10.9,10.9,4,62.47,0,0,,0,0,14.8,0.1,150,1024.7,0,11,0,0,0,,Clear,clear-night,"76675399999,76679399999"
"Gustavo A Madero, CDMX, México",2022-01-15T05:00:00,9.9,9.9,3,62.24,0,0,,0,0,15.1,0,149.3,1024.7,0,11,0,0,0,,Clear,clear-night,"76675399999,76679399999"
"Gustavo A Madero, CDMX, México",2022-01-15T06:00:00,7.9,7.2,3,71.28,0,0,,0,0,14.8,5.3,80,1012.3,0.5,11,0,0,0,,Clear,clear-night,"76726099999,76679399999,76675099999,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-15T07:00:00,7,6.2,3,76.08,0,0,,0,0,14.4,5.3,70,1026.8,0.9,10.9,0,0,0,,Clear,clear-night,"76675399999,76679399999"
"Gustavo A Madero, CDMX, México",2022-01-15T08:00:00,15,15,8,62.93,0,0,,0,0,13.3,0,0,1021.3,0,19,42.2,0.2,0,,Clear,clear-day,MMCB
"Gustavo A Madero, CDMX, México",2022-01-15T09:00:00,11.4,11.4,5.2,65.9,0,0,,0,0,15.1,6.2,45,1018.5,21.1,10.1,251.7,0.9,3,,Partially cloudy,partly-cloudy-day,"76726099999,76680099999,MMSM,76675099999"
"Gustavo A Madero, CDMX, México",2022-01-15T10:00:00,22,22,11,49.65,0,0,,0,0,14.8,7.6,80,1022.7,50,16,480.6,1.7,5,,Partially cloudy,partly-cloudy-day,MMCB
"Gustavo A Madero, CDMX, México",2022-01-15T11:00:00,22.1,22.1,11.1,49.68,0,0,,0,0,17.6,5.4,170,1019,30,16,668.9,2.4,7,,Partially cloudy,partly-cloudy-day,76726099999
"Gustavo A Madero, CDMX, México",2022-01-15T12:00:00,19,19,11.6,62.28,0,0,,0,0,27.4,10.7,340,1016.5,29.3,8.3,793.4,2.9,8,,Partially cloudy,partly-cloudy-day,"76680099999,76675099999"
"Gustavo A Madero, CDMX, México",2022-01-15T13:00:00,19.8,19.8,3,32.85,0,0,,0,0,37.4,18.4,355.1,1016,6.3,,749,2.7,7,,Clear,clear-day,remote
"Gustavo A Madero, CDMX, México",2022-01-15T14:00:00,20.8,20.8,1.9,28.56,0,0,,0,0,38.2,18,354.7,1015,18.8,,695.7,2.5,7,,Clear,clear-day,remote
"Gustavo A Madero, CDMX, México",2022-01-15T15:00:00,20.9,20.9,1,26.55,0,0,,0,0,36.7,22.1,61,1008.8,50.4,15.9,608.9,2.2,6,,Partially cloudy,partly-cloudy-day,"76726099999,76675399999,MMMX"
"Gustavo A Madero, CDMX, México",2022-01-15T16:00:00,21,21,0,24.66,0,0,,0,0,34.2,14.7,30,1022.7,50.3,16,383.1,1.4,4,,Partially cloudy,partly-cloudy-day,"76726099999,MMMX"
"Gustavo A Madero, CDMX, México",2022-01-15T17:00:00,20,20,1,28.18,0,0,,0,0,35.6,11.1,351,1023,25.5,16,271.1,1,3,,Partially cloudy,partly-cloudy-day,"MMCB,MMMX"
"Gustavo A Madero, CDMX, México",2022-01-15T18:00:00,18.9,18.9,1,30.05,0,0,,0,0,33.8,11.1,1,1008.7,50.6,15.9,90.5,0.3,1,,Partially cloudy,partly-cloudy-day,"MMMX,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-15T19:00:00,18,18,1,31.94,0,0,,0,0,25.6,7.5,310,1024.1,88.1,16,3,0,0,,Partially cloudy,partly-cloudy-night,"76726099999,MMMX"
"Gustavo A Madero, CDMX, México",2022-01-15T20:00:00,15.3,15.3,4,46.83,0,0,,0,0,18.7,6.1,55.8,1017,1.1,,0,0,0,,Clear,clear-night,remote
"Gustavo A Madero, CDMX, México",2022-01-15T21:00:00,9.8,9.8,4.6,70.32,0,0,,0,0,13.3,1.4,250,1013,22.4,10,0,0,0,,Partially cloudy,partly-cloudy-night,"76675399999,76675099999"
"Gustavo A Madero, CDMX, México",2022-01-15T22:00:00,14,14,5,54.62,0,0,,0,0,10.1,10.2,40,1026.4,27.2,13,0,0,0,,Partially cloudy,partly-cloudy-night,"76679399999,MMMX"
"Gustavo A Madero, CDMX, México",2022-01-15T23:00:00,13.9,13.9,5,55.02,0,0,,0,0,9.7,5.3,310,1026.4,0.5,12.9,0,0,0,,Clear,clear-night,"76675399999,76679399999"
"Gustavo A Madero, CDMX, México",2022-01-16T00:00:00,13.9,13.9,4,51.43,0,0,,0,0,9,0,0,1011.2,0,12.9,0,0,0,,Clear,clear-night,"76679399999,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-16T01:00:00,11.9,11.9,5,62.63,0,0,,0,0,5.8,9.2,69,1026.4,0,12.9,0,0,0,,Clear,clear-night,"76679399999,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-16T02:00:00,10.3,10.3,6.6,77.83,0,0,,0,0,4.3,2.2,95.2,1019,1.1,,0,0,0,,Clear,clear-night,remote
"Gustavo A Madero, CDMX, México",2022-01-16T03:00:00,9.9,9.9,5,71.34,0,0,,0,0,5.8,0.1,60,1011.2,0,10.9,0,0,0,,Clear,clear-night,"76679399999,MMTO"
"Gustavo A Madero, CDMX, México",2022-01-16T04:00:00,3.1,3.1,2.1,93.14,0,0,,0,0,7.6,0,40.1,1027.1,0,8,0,0,0,,Clear,clear-night,76675399999
